image_id,file_name,question_en,answer,split,category,question_ur,question_roman
442761,COCO_val2014_000000442761.jpg,Is there a book in the image?,no,adversarial,book,کیا تصویر میں کوئی کتاب ہے؟,Kya tasveer mein kitaab hai?
200627,COCO_val2014_000000200627.jpg,Is there a broccoli in the image?,yes,random,broccoli,کیا تصویر میں بروکولی ہے؟,Kya tasveer mein broccoli hai?
200627,COCO_val2014_000000200627.jpg,Is there a book in the image?,yes,random,book,کیا تصویر میں کوئی کتاب ہے؟,Kya tasveer mein kitaab hai?
200627,COCO_val2014_000000200627.jpg,Is there a cup in the image?,yes,random,cup,کیا تصویر میں کپ ہے؟,Kya tasveer mein cup hai?
200627,COCO_val2014_000000200627.jpg,Is there a bowl in the image?,no,random,bowl,کیا تصویر میں ایک پیالہ ہے؟,Kya tasveer mein bowl hai?
200627,COCO_val2014_000000200627.jpg,Is there a cat in the image?,no,random,cat,کیا تصویر میں بلی ہے؟,Kya tasveer mein billi hai?
200627,COCO_val2014_000000200627.jpg,Is there a zebra in the image?,no,random,zebra,کیا تصویر میں زیبرا ہے؟,Kya tasveer mein zebra hai?
200627,COCO_val2014_000000200627.jpg,Is there a cup in the image?,yes,popular,cup,کیا تصویر میں کپ ہے؟,Kya tasveer mein cup hai?
200627,COCO_val2014_000000200627.jpg,Is there a broccoli in the image?,yes,popular,broccoli,کیا تصویر میں بروکولی ہے؟,Kya tasveer mein broccoli hai?
200627,COCO_val2014_000000200627.jpg,Is there a book in the image?,yes,popular,book,کیا تصویر میں کوئی کتاب ہے؟,Kya tasveer mein kitaab hai?
200627,COCO_val2014_000000200627.jpg,Is there a person in the image?,no,popular,person,کیا تصویر میں کوئی شخص ہے؟,Kya tasveer mein insaan hai?
200627,COCO_val2014_000000200627.jpg,Is there a car in the image?,no,popular,car,کیا تصویر میں کوئی کار ہے؟,Kya tasveer mein gaari hai?
200627,COCO_val2014_000000200627.jpg,Is there a chair in the image?,no,popular,chair,کیا تصویر میں کرسی ہے؟,Kya tasveer mein kursi hai?
200627,COCO_val2014_000000200627.jpg,Is there a cup in the image?,yes,adversarial,cup,کیا تصویر میں کپ ہے؟,Kya tasveer mein cup hai?
200627,COCO_val2014_000000200627.jpg,Is there a book in the image?,yes,adversarial,book,کیا تصویر میں کوئی کتاب ہے؟,Kya tasveer mein kitaab hai?
200627,COCO_val2014_000000200627.jpg,Is there a broccoli in the image?,yes,adversarial,broccoli,کیا تصویر میں بروکولی ہے؟,Kya tasveer mein broccoli hai?
200627,COCO_val2014_000000200627.jpg,Is there a person in the image?,no,adversarial,person,کیا تصویر میں کوئی شخص ہے؟,Kya tasveer mein insaan hai?
200627,COCO_val2014_000000200627.jpg,Is there a car in the image?,no,adversarial,car,کیا تصویر میں کوئی کار ہے؟,Kya tasveer mein gaari hai?
200627,COCO_val2014_000000200627.jpg,Is there a chair in the image?,no,adversarial,chair,کیا تصویر میں کرسی ہے؟,Kya tasveer mein kursi hai?
395644,COCO_val2014_000000395644.jpg,Is there a clock in the image?,yes,random,clock,کیا تصویر میں کوئی گھڑی ہے؟,Kya tasveer mein ghadi hai?
395644,COCO_val2014_000000395644.jpg,Is there a cat in the image?,yes,random,cat,کیا تصویر میں بلی ہے؟,Kya tasveer mein billi hai?
395644,COCO_val2014_000000395644.jpg,Is there a book in the image?,yes,random,book,کیا تصویر میں کوئی کتاب ہے؟,Kya tasveer mein kitaab hai?
395644,COCO_val2014_000000395644.jpg,Is there a sink in the image?,no,random,sink,کیا تصویر میں کوئی سنک ہے؟,Kya tasveer mein sink hai?
395644,COCO_val2014_000000395644.jpg,Is there a cake in the image?,no,random,cake,کیا تصویر میں کیک ہے؟,Kya tasveer mein cake hai?
395644,COCO_val2014_000000395644.jpg,Is there a toaster in the image?,no,random,toaster,کیا تصویر میں ٹوسٹر ہے؟,Kya tasveer mein toaster hai?
395644,COCO_val2014_000000395644.jpg,Is there a bed in the image?,yes,popular,bed,کیا تصویر میں کوئی بستر ہے؟,Kya tasveer mein bistar hai?
395644,COCO_val2014_000000395644.jpg,Is there a clock in the image?,yes,popular,clock,کیا تصویر میں کوئی گھڑی ہے؟,Kya tasveer mein ghadi hai?
395644,COCO_val2014_000000395644.jpg,Is there a book in the image?,yes,popular,book,کیا تصویر میں کوئی کتاب ہے؟,Kya tasveer mein kitaab hai?
395644,COCO_val2014_000000395644.jpg,Is there a person in the image?,no,popular,person,کیا تصویر میں کوئی شخص ہے؟,Kya tasveer mein insaan hai?
395644,COCO_val2014_000000395644.jpg,Is there a car in the image?,no,popular,car,کیا تصویر میں کوئی کار ہے؟,Kya tasveer mein gaari hai?
395644,COCO_val2014_000000395644.jpg,Is there a chair in the image?,no,popular,chair,کیا تصویر میں کرسی ہے؟,Kya tasveer mein kursi hai?
395644,COCO_val2014_000000395644.jpg,Is there a bed in the image?,yes,adversarial,bed,کیا تصویر میں کوئی بستر ہے؟,Kya tasveer mein bistar hai?
395644,COCO_val2014_000000395644.jpg,Is there a cat in the image?,yes,adversarial,cat,کیا تصویر میں بلی ہے؟,Kya tasveer mein billi hai?
395644,COCO_val2014_000000395644.jpg,Is there a clock in the image?,yes,adversarial,clock,کیا تصویر میں کوئی گھڑی ہے؟,Kya tasveer mein ghadi hai?
395644,COCO_val2014_000000395644.jpg,Is there a person in the image?,no,adversarial,person,کیا تصویر میں کوئی شخص ہے؟,Kya tasveer mein insaan hai?
395644,COCO_val2014_000000395644.jpg,Is there a car in the image?,no,adversarial,car,کیا تصویر میں کوئی کار ہے؟,Kya tasveer mein gaari hai?
395644,COCO_val2014_000000395644.jpg,Is there a chair in the image?,no,adversarial,chair,کیا تصویر میں کرسی ہے؟,Kya tasveer mein kursi hai?
167572,COCO_val2014_000000167572.jpg,Is there a orange in the image?,yes,random,orange,کیا تصویر میں نارنجی ہے؟,Kya tasveer mein santara hai?
167572,COCO_val2014_000000167572.jpg,Is there a cup in the image?,yes,random,cup,کیا تصویر میں کپ ہے؟,Kya tasveer mein cup hai?
167572,COCO_val2014_000000167572.jpg,Is there a sandwich in the image?,yes,random,sandwich,کیا تصویر میں کوئی سینڈوچ ہے؟,Kya tasveer mein sandwich hai?
167572,COCO_val2014_000000167572.jpg,Is there a cat in the image?,no,random,cat,کیا تصویر میں بلی ہے؟,Kya tasveer mein billi hai?
167572,COCO_val2014_000000167572.jpg,Is there a bus in the image?,no,random,bus,کیا تصویر میں بس ہے؟,Kya tasveer mein bus hai?
167572,COCO_val2014_000000167572.jpg,Is there a tv in the image?,no,random,tv,کیا تصویر میں ٹی وی ہے؟,Kya tasveer mein tv hai?
167572,COCO_val2014_000000167572.jpg,Is there a dining table in the image?,yes,popular,dining table,کیا تصویر میں کھانے کی میز ہے؟,Kya tasveer mein khane ki mez hai?
167572,COCO_val2014_000000167572.jpg,Is there a cup in the image?,yes,popular,cup,کیا تصویر میں کپ ہے؟,Kya tasveer mein cup hai?
167572,COCO_val2014_000000167572.jpg,Is there a person in the image?,yes,popular,person,کیا تصویر میں کوئی شخص ہے؟,Kya tasveer mein insaan hai?
167572,COCO_val2014_000000167572.jpg,Is there a car in the image?,no,popular,car,کیا تصویر میں کوئی کار ہے؟,Kya tasveer mein gaari hai?
167572,COCO_val2014_000000167572.jpg,Is there a book in the image?,no,popular,book,کیا تصویر میں کوئی کتاب ہے؟,Kya tasveer mein kitaab hai?
167572,COCO_val2014_000000167572.jpg,Is there a bottle in the image?,no,popular,bottle,کیا تصویر میں کوئی بوتل ہے؟,Kya tasveer mein botal hai?
167572,COCO_val2014_000000167572.jpg,Is there a person in the image?,yes,adversarial,person,کیا تصویر میں کوئی شخص ہے؟,Kya tasveer mein insaan hai?
167572,COCO_val2014_000000167572.jpg,Is there a bowl in the image?,yes,adversarial,bowl,کیا تصویر میں ایک پیالہ ہے؟,Kya tasveer mein bowl hai?
167572,COCO_val2014_000000167572.jpg,Is there a orange in the image?,yes,adversarial,orange,کیا تصویر میں نارنجی ہے؟,Kya tasveer mein santara hai?
167572,COCO_val2014_000000167572.jpg,Is there a car in the image?,no,adversarial,car,کیا تصویر میں کوئی کار ہے؟,Kya tasveer mein gaari hai?
167572,COCO_val2014_000000167572.jpg,Is there a book in the image?,no,adversarial,book,کیا تصویر میں کوئی کتاب ہے؟,Kya tasveer mein kitaab hai?
167572,COCO_val2014_000000167572.jpg,Is there a bottle in the image?,no,adversarial,bottle,کیا تصویر میں کوئی بوتل ہے؟,Kya tasveer mein botal hai?
7274,COCO_val2014_000000007274.jpg,Is there a fork in the image?,yes,random,fork,کیا تصویر میں کانٹا ہے؟,Kya tasveer mein kaanta hai?
7274,COCO_val2014_000000007274.jpg,Is there a chair in the image?,yes,random,chair,کیا تصویر میں کرسی ہے؟,Kya tasveer mein kursi hai?
7274,COCO_val2014_000000007274.jpg,Is there a spoon in the image?,yes,random,spoon,کیا تصویر میں چمچ ہے؟,Kya tasveer mein chamach hai?
7274,COCO_val2014_000000007274.jpg,Is there a sports ball in the image?,no,random,sports ball,کیا تصویر میں کھیلوں کی گیند ہے؟,Kya tasveer mein khel ka gend hai?
7274,COCO_val2014_000000007274.jpg,Is there a train in the image?,no,random,train,کیا تصویر میں ٹرین ہے؟,Kya tasveer mein train hai?
7274,COCO_val2014_000000007274.jpg,Is there a toilet in the image?,no,random,toilet,کیا تصویر میں بیت الخلا ہے؟,Kya tasveer mein toilet hai?
7274,COCO_val2014_000000007274.jpg,Is there a chair in the image?,yes,popular,chair,کیا تصویر میں کرسی ہے؟,Kya tasveer mein kursi hai?
7274,COCO_val2014_000000007274.jpg,Is there a person in the image?,yes,popular,person,کیا تصویر میں کوئی شخص ہے؟,Kya tasveer mein insaan hai?
7274,COCO_val2014_000000007274.jpg,Is there a bottle in the image?,yes,popular,bottle,کیا تصویر میں کوئی بوتل ہے؟,Kya tasveer mein botal hai?
7274,COCO_val2014_000000007274.jpg,Is there a car in the image?,no,popular,car,کیا تصویر میں کوئی کار ہے؟,Kya tasveer mein gaari hai?
7274,COCO_val2014_000000007274.jpg,Is there a book in the image?,no,popular,book,کیا تصویر میں کوئی کتاب ہے؟,Kya tasveer mein kitaab hai?
7274,COCO_val2014_000000007274.jpg,Is there a traffic light in the image?,no,popular,traffic light,کیا تصویر میں ٹریفک لائٹ ہے؟,Kya tasveer mein traffic signal hai?
7274,COCO_val2014_000000007274.jpg,Is there a fork in the image?,yes,adversarial,fork,کیا تصویر میں کانٹا ہے؟,Kya tasveer mein kaanta hai?
7274,COCO_val2014_000000007274.jpg,Is there a bowl in the image?,yes,adversarial,bowl,کیا تصویر میں ایک پیالہ ہے؟,Kya tasveer mein bowl hai?
7274,COCO_val2014_000000007274.jpg,Is there a pizza in the image?,yes,adversarial,pizza,کیا تصویر میں پیزا ہے؟,Kya tasveer mein pizza hai?
7274,COCO_val2014_000000007274.jpg,Is there a car in the image?,no,adversarial,car,کیا تصویر میں کوئی کار ہے؟,Kya tasveer mein gaari hai?
7274,COCO_val2014_000000007274.jpg,Is there a book in the image?,no,adversarial,book,کیا تصویر میں کوئی کتاب ہے؟,Kya tasveer mein kitaab hai?
7274,COCO_val2014_000000007274.jpg,Is there a traffic light in the image?,no,adversarial,traffic light,کیا تصویر میں ٹریفک لائٹ ہے؟,Kya tasveer mein traffic signal hai?
262016,COCO_val2014_000000262016.jpg,Is there a person in the image?,yes,random,person,کیا تصویر میں کوئی شخص ہے؟,Kya tasveer mein insaan hai?
262016,COCO_val2014_000000262016.jpg,Is there a tv in the image?,yes,random,tv,کیا تصویر میں ٹی وی ہے؟,Kya tasveer mein tv hai?
262016,COCO_val2014_000000262016.jpg,Is there a oven in the image?,yes,random,oven,کیا تصویر میں تندور ہے؟,Kya tasveer mein oven hai?
262016,COCO_val2014_000000262016.jpg,Is there a snowboard in the image?,no,random,snowboard,کیا تصویر میں سنو بورڈ ہے؟,Kya tasveer mein snowboard hai?
262016,COCO_val2014_000000262016.jpg,Is there a bottle in the image?,no,random,bottle,کیا تصویر میں کوئی بوتل ہے؟,Kya tasveer mein botal hai?
262016,COCO_val2014_000000262016.jpg,Is there a cow in the image?,no,random,cow,کیا تصویر میں گائے ہے؟,Kya tasveer mein gaay hai?
262016,COCO_val2014_000000262016.jpg,Is there a oven in the image?,yes,popular,oven,کیا تصویر میں تندور ہے؟,Kya tasveer mein oven hai?
262016,COCO_val2014_000000262016.jpg,Is there a person in the image?,yes,popular,person,کیا تصویر میں کوئی شخص ہے؟,Kya tasveer mein insaan hai?
262016,COCO_val2014_000000262016.jpg,Is there a tv in the image?,yes,popular,tv,کیا تصویر میں ٹی وی ہے؟,Kya tasveer mein tv hai?
262016,COCO_val2014_000000262016.jpg,Is there a car in the image?,no,popular,car,کیا تصویر میں کوئی کار ہے؟,Kya tasveer mein gaari hai?
262016,COCO_val2014_000000262016.jpg,Is there a chair in the image?,no,popular,chair,کیا تصویر میں کرسی ہے؟,Kya tasveer mein kursi hai?
262016,COCO_val2014_000000262016.jpg,Is there a book in the image?,no,popular,book,کیا تصویر میں کوئی کتاب ہے؟,Kya tasveer mein kitaab hai?
262016,COCO_val2014_000000262016.jpg,Is there a tv in the image?,yes,adversarial,tv,کیا تصویر میں ٹی وی ہے؟,Kya tasveer mein tv hai?
262016,COCO_val2014_000000262016.jpg,Is there a oven in the image?,yes,adversarial,oven,کیا تصویر میں تندور ہے؟,Kya tasveer mein oven hai?
262016,COCO_val2014_000000262016.jpg,Is there a person in the image?,yes,adversarial,person,کیا تصویر میں کوئی شخص ہے؟,Kya tasveer mein insaan hai?
262016,COCO_val2014_000000262016.jpg,Is there a car in the image?,no,adversarial,car,کیا تصویر میں کوئی کار ہے؟,Kya tasveer mein gaari hai?
262016,COCO_val2014_000000262016.jpg,Is there a chair in the image?,no,adversarial,chair,کیا تصویر میں کرسی ہے؟,Kya tasveer mein kursi hai?
262016,COCO_val2014_000000262016.jpg,Is there a book in the image?,no,adversarial,book,کیا تصویر میں کوئی کتاب ہے؟,Kya tasveer mein kitaab hai?
501491,COCO_val2014_000000501491.jpg,Is there a cup in the image?,yes,random,cup,کیا تصویر میں کپ ہے؟,Kya tasveer mein cup hai?
501491,COCO_val2014_000000501491.jpg,Is there a bowl in the image?,yes,random,bowl,کیا تصویر میں ایک پیالہ ہے؟,Kya tasveer mein bowl hai?
501491,COCO_val2014_000000501491.jpg,Is there a person in the image?,yes,random,person,کیا تصویر میں کوئی شخص ہے؟,Kya tasveer mein insaan hai?
501491,COCO_val2014_000000501491.jpg,Is there a toilet in the image?,no,random,toilet,کیا تصویر میں بیت الخلا ہے؟,Kya tasveer mein toilet hai?
501491,COCO_val2014_000000501491.jpg,Is there a hair drier in the image?,no,random,hair drier,کیا تصویر میں ہیئر ڈرائر ہے؟,Kya tasveer mein hair drier hai?
501491,COCO_val2014_000000501491.jpg,Is there a toaster in the image?,no,random,toaster,کیا تصویر میں ٹوسٹر ہے؟,Kya tasveer mein toaster hai?
501491,COCO_val2014_000000501491.jpg,Is there a dining table in the image?,yes,popular,dining table,کیا تصویر میں کھانے کی میز ہے؟,Kya tasveer mein khane ki mez hai?
501491,COCO_val2014_000000501491.jpg,Is there a cake in the image?,yes,popular,cake,کیا تصویر میں کیک ہے؟,Kya tasveer mein cake hai?
501491,COCO_val2014_000000501491.jpg,Is there a knife in the image?,yes,popular,knife,کیا تصویر میں چاقو ہے؟,Kya tasveer mein churi hai?
501491,COCO_val2014_000000501491.jpg,Is there a car in the image?,no,popular,car,کیا تصویر میں کوئی کار ہے؟,Kya tasveer mein gaari hai?
501491,COCO_val2014_000000501491.jpg,Is there a chair in the image?,no,popular,chair,کیا تصویر میں کرسی ہے؟,Kya tasveer mein kursi hai?
501491,COCO_val2014_000000501491.jpg,Is there a book in the image?,no,popular,book,کیا تصویر میں کوئی کتاب ہے؟,Kya tasveer mein kitaab hai?
501491,COCO_val2014_000000501491.jpg,Is there a bowl in the image?,yes,adversarial,bowl,کیا تصویر میں ایک پیالہ ہے؟,Kya tasveer mein bowl hai?
501491,COCO_val2014_000000501491.jpg,Is there a cup in the image?,yes,adversarial,cup,کیا تصویر میں کپ ہے؟,Kya tasveer mein cup hai?
501491,COCO_val2014_000000501491.jpg,Is there a cake in the image?,yes,adversarial,cake,کیا تصویر میں کیک ہے؟,Kya tasveer mein cake hai?
501491,COCO_val2014_000000501491.jpg,Is there a car in the image?,no,adversarial,car,کیا تصویر میں کوئی کار ہے؟,Kya tasveer mein gaari hai?
501491,COCO_val2014_000000501491.jpg,Is there a chair in the image?,no,adversarial,chair,کیا تصویر میں کرسی ہے؟,Kya tasveer mein kursi hai?
501491,COCO_val2014_000000501491.jpg,Is there a book in the image?,no,adversarial,book,کیا تصویر میں کوئی کتاب ہے؟,Kya tasveer mein kitaab hai?
233711,COCO_val2014_000000233711.jpg,Is there a stop sign in the image?,yes,random,stop sign,کیا تصویر میں سٹاپ کا نشان ہے؟,Kya tasveer mein stop sign hai?
233711,COCO_val2014_000000233711.jpg,Is there a car in the image?,yes,random,car,کیا تصویر میں کوئی کار ہے؟,Kya tasveer mein gaari hai?
233711,COCO_val2014_000000233711.jpg,Is there a person in the image?,yes,random,person,کیا تصویر میں کوئی شخص ہے؟,Kya tasveer mein insaan hai?
233711,COCO_val2014_000000233711.jpg,Is there a fork in the image?,no,random,fork,کیا تصویر میں کانٹا ہے؟,Kya tasveer mein kaanta hai?
233711,COCO_val2014_000000233711.jpg,Is there a hot dog in the image?,no,random,hot dog,کیا تصویر میں کوئی ہاٹ ڈاگ ہے؟,Kya tasveer mein hot dog hai?
233711,COCO_val2014_000000233711.jpg,Is there a tie in the image?,no,random,tie,کیا تصویر میں ٹائی ہے؟,Kya tasveer mein tie hai?
233711,COCO_val2014_000000233711.jpg,Is there a stop sign in the image?,yes,popular,stop sign,کیا تصویر میں سٹاپ کا نشان ہے؟,Kya tasveer mein stop sign hai?
233711,COCO_val2014_000000233711.jpg,Is there a person in the image?,yes,popular,person,کیا تصویر میں کوئی شخص ہے؟,Kya tasveer mein insaan hai?
233711,COCO_val2014_000000233711.jpg,Is there a fire hydrant in the image?,yes,popular,fire hydrant,کیا تصویر میں فائر ہائیڈرنٹ ہے؟,Kya tasveer mein fire hydrant hai?
233711,COCO_val2014_000000233711.jpg,Is there a chair in the image?,no,popular,chair,کیا تصویر میں کرسی ہے؟,Kya tasveer mein kursi hai?
233711,COCO_val2014_000000233711.jpg,Is there a book in the image?,no,popular,book,کیا تصویر میں کوئی کتاب ہے؟,Kya tasveer mein kitaab hai?
233711,COCO_val2014_000000233711.jpg,Is there a bottle in the image?,no,popular,bottle,کیا تصویر میں کوئی بوتل ہے؟,Kya tasveer mein botal hai?
233711,COCO_val2014_000000233711.jpg,Is there a fire hydrant in the image?,yes,adversarial,fire hydrant,کیا تصویر میں فائر ہائیڈرنٹ ہے؟,Kya tasveer mein fire hydrant hai?
233711,COCO_val2014_000000233711.jpg,Is there a stop sign in the image?,yes,adversarial,stop sign,کیا تصویر میں سٹاپ کا نشان ہے؟,Kya tasveer mein stop sign hai?
233711,COCO_val2014_000000233711.jpg,Is there a person in the image?,yes,adversarial,person,کیا تصویر میں کوئی شخص ہے؟,Kya tasveer mein insaan hai?
233711,COCO_val2014_000000233711.jpg,Is there a chair in the image?,no,adversarial,chair,کیا تصویر میں کرسی ہے؟,Kya tasveer mein kursi hai?
233711,COCO_val2014_000000233711.jpg,Is there a book in the image?,no,adversarial,book,کیا تصویر میں کوئی کتاب ہے؟,Kya tasveer mein kitaab hai?
233711,COCO_val2014_000000233711.jpg,Is there a bottle in the image?,no,adversarial,bottle,کیا تصویر میں کوئی بوتل ہے؟,Kya tasveer mein botal hai?
422025,COCO_val2014_000000422025.jpg,Is there a truck in the image?,yes,random,truck,کیا تصویر میں کوئی ٹرک ہے؟,Kya tasveer mein truck hai?
422025,COCO_val2014_000000422025.jpg,Is there a person in the image?,yes,random,person,کیا تصویر میں کوئی شخص ہے؟,Kya tasveer mein insaan hai?
422025,COCO_val2014_000000422025.jpg,Is there a frisbee in the image?,yes,random,frisbee,کیا تصویر میں فریسبی ہے؟,Kya tasveer mein frisbee hai?
422025,COCO_val2014_000000422025.jpg,Is there a couch in the image?,no,random,couch,کیا تصویر میں صوفہ ہے؟,Kya tasveer mein sofa hai?
422025,COCO_val2014_000000422025.jpg,Is there a vase in the image?,no,random,vase,کیا تصویر میں گلدان ہے؟,Kya tasveer mein phool daani hai?
422025,COCO_val2014_000000422025.jpg,Is there a sink in the image?,no,random,sink,کیا تصویر میں کوئی سنک ہے؟,Kya tasveer mein sink hai?
422025,COCO_val2014_000000422025.jpg,Is there a frisbee in the image?,yes,popular,frisbee,کیا تصویر میں فریسبی ہے؟,Kya tasveer mein frisbee hai?
422025,COCO_val2014_000000422025.jpg,Is there a truck in the image?,yes,popular,truck,کیا تصویر میں کوئی ٹرک ہے؟,Kya tasveer mein truck hai?
422025,COCO_val2014_000000422025.jpg,Is there a person in the image?,yes,popular,person,کیا تصویر میں کوئی شخص ہے؟,Kya tasveer mein insaan hai?
422025,COCO_val2014_000000422025.jpg,Is there a car in the image?,no,popular,car,کیا تصویر میں کوئی کار ہے؟,Kya tasveer mein gaari hai?
422025,COCO_val2014_000000422025.jpg,Is there a book in the image?,no,popular,book,کیا تصویر میں کوئی کتاب ہے؟,Kya tasveer mein kitaab hai?
422025,COCO_val2014_000000422025.jpg,Is there a bottle in the image?,no,popular,bottle,کیا تصویر میں کوئی بوتل ہے؟,Kya tasveer mein botal hai?
422025,COCO_val2014_000000422025.jpg,Is there a chair in the image?,yes,adversarial,chair,کیا تصویر میں کرسی ہے؟,Kya tasveer mein kursi hai?
422025,COCO_val2014_000000422025.jpg,Is there a person in the image?,yes,adversarial,person,کیا تصویر میں کوئی شخص ہے؟,Kya tasveer mein insaan hai?
422025,COCO_val2014_000000422025.jpg,Is there a frisbee in the image?,yes,adversarial,frisbee,کیا تصویر میں فریسبی ہے؟,Kya tasveer mein frisbee hai?
422025,COCO_val2014_000000422025.jpg,Is there a car in the image?,no,adversarial,car,کیا تصویر میں کوئی کار ہے؟,Kya tasveer mein gaari hai?
422025,COCO_val2014_000000422025.jpg,Is there a book in the image?,no,adversarial,book,کیا تصویر میں کوئی کتاب ہے؟,Kya tasveer mein kitaab hai?
422025,COCO_val2014_000000422025.jpg,Is there a bottle in the image?,no,adversarial,bottle,کیا تصویر میں کوئی بوتل ہے؟,Kya tasveer mein botal hai?
150224,COCO_val2014_000000150224.jpg,Is there a umbrella in the image?,yes,random,umbrella,کیا تصویر میں چھتری ہے؟,Kya tasveer mein chhatri hai?
150224,COCO_val2014_000000150224.jpg,Is there a chair in the image?,yes,random,chair,کیا تصویر میں کرسی ہے؟,Kya tasveer mein kursi hai?
150224,COCO_val2014_000000150224.jpg,Is there a person in the image?,yes,random,person,کیا تصویر میں کوئی شخص ہے؟,Kya tasveer mein insaan hai?
150224,COCO_val2014_000000150224.jpg,Is there a parking meter in the image?,no,random,parking meter,کیا تصویر میں پارکنگ میٹر ہے؟,Kya tasveer mein parking meter hai?
150224,COCO_val2014_000000150224.jpg,Is there a book in the image?,no,random,book,کیا تصویر میں کوئی کتاب ہے؟,Kya tasveer mein kitaab hai?
150224,COCO_val2014_000000150224.jpg,Is there a suitcase in the image?,no,random,suitcase,کیا تصویر میں کوئی سوٹ کیس ہے؟,Kya tasveer mein suitcase hai?
150224,COCO_val2014_000000150224.jpg,Is there a umbrella in the image?,yes,popular,umbrella,کیا تصویر میں چھتری ہے؟,Kya tasveer mein chhatri hai?
150224,COCO_val2014_000000150224.jpg,Is there a backpack in the image?,yes,popular,backpack,کیا تصویر میں کوئی بیگ ہے؟,Kya tasveer mein bag hai?
150224,COCO_val2014_000000150224.jpg,Is there a person in the image?,yes,popular,person,کیا تصویر میں کوئی شخص ہے؟,Kya tasveer mein insaan hai?
150224,COCO_val2014_000000150224.jpg,Is there a car in the image?,no,popular,car,کیا تصویر میں کوئی کار ہے؟,Kya tasveer mein gaari hai?
150224,COCO_val2014_000000150224.jpg,Is there a book in the image?,no,popular,book,کیا تصویر میں کوئی کتاب ہے؟,Kya tasveer mein kitaab hai?
150224,COCO_val2014_000000150224.jpg,Is there a bottle in the image?,no,popular,bottle,کیا تصویر میں کوئی بوتل ہے؟,Kya tasveer mein botal hai?
150224,COCO_val2014_000000150224.jpg,Is there a handbag in the image?,yes,adversarial,handbag,کیا تصویر میں ہینڈ بیگ ہے؟,Kya tasveer mein handbag hai?
150224,COCO_val2014_000000150224.jpg,Is there a umbrella in the image?,yes,adversarial,umbrella,کیا تصویر میں چھتری ہے؟,Kya tasveer mein chhatri hai?
150224,COCO_val2014_000000150224.jpg,Is there a chair in the image?,yes,adversarial,chair,کیا تصویر میں کرسی ہے؟,Kya tasveer mein kursi hai?
150224,COCO_val2014_000000150224.jpg,Is there a car in the image?,no,adversarial,car,کیا تصویر میں کوئی کار ہے؟,Kya tasveer mein gaari hai?
150224,COCO_val2014_000000150224.jpg,Is there a book in the image?,no,adversarial,book,کیا تصویر میں کوئی کتاب ہے؟,Kya tasveer mein kitaab hai?
150224,COCO_val2014_000000150224.jpg,Is there a bottle in the image?,no,adversarial,bottle,کیا تصویر میں کوئی بوتل ہے؟,Kya tasveer mein botal hai?
3156,COCO_val2014_000000003156.jpg,Is there a person in the image?,yes,random,person,کیا تصویر میں کوئی شخص ہے؟,Kya tasveer mein insaan hai?
3156,COCO_val2014_000000003156.jpg,Is there a sink in the image?,yes,random,sink,کیا تصویر میں کوئی سنک ہے؟,Kya tasveer mein sink hai?
3156,COCO_val2014_000000003156.jpg,Is there a toilet in the image?,yes,random,toilet,کیا تصویر میں بیت الخلا ہے؟,Kya tasveer mein toilet hai?
3156,COCO_val2014_000000003156.jpg,Is there a tie in the image?,no,random,tie,کیا تصویر میں ٹائی ہے؟,Kya tasveer mein tie hai?
3156,COCO_val2014_000000003156.jpg,Is there a knife in the image?,no,random,knife,کیا تصویر میں چاقو ہے؟,Kya tasveer mein churi hai?
3156,COCO_val2014_000000003156.jpg,Is there a bottle in the image?,no,random,bottle,کیا تصویر میں کوئی بوتل ہے؟,Kya tasveer mein botal hai?
3156,COCO_val2014_000000003156.jpg,Is there a person in the image?,yes,popular,person,کیا تصویر میں کوئی شخص ہے؟,Kya tasveer mein insaan hai?
3156,COCO_val2014_000000003156.jpg,Is there a sink in the image?,yes,popular,sink,کیا تصویر میں کوئی سنک ہے؟,Kya tasveer mein sink hai?
3156,COCO_val2014_000000003156.jpg,Is there a toilet in the image?,yes,popular,toilet,کیا تصویر میں بیت الخلا ہے؟,Kya tasveer mein toilet hai?
3156,COCO_val2014_000000003156.jpg,Is there a car in the image?,no,popular,car,کیا تصویر میں کوئی کار ہے؟,Kya tasveer mein gaari hai?
3156,COCO_val2014_000000003156.jpg,Is there a chair in the image?,no,popular,chair,کیا تصویر میں کرسی ہے؟,Kya tasveer mein kursi hai?
3156,COCO_val2014_000000003156.jpg,Is there a book in the image?,no,popular,book,کیا تصویر میں کوئی کتاب ہے؟,Kya tasveer mein kitaab hai?
3156,COCO_val2014_000000003156.jpg,Is there a sink in the image?,yes,adversarial,sink,کیا تصویر میں کوئی سنک ہے؟,Kya tasveer mein sink hai?
3156,COCO_val2014_000000003156.jpg,Is there a person in the image?,yes,adversarial,person,کیا تصویر میں کوئی شخص ہے؟,Kya tasveer mein insaan hai?
3156,COCO_val2014_000000003156.jpg,Is there a toilet in the image?,yes,adversarial,toilet,کیا تصویر میں بیت الخلا ہے؟,Kya tasveer mein toilet hai?
3156,COCO_val2014_000000003156.jpg,Is there a car in the image?,no,adversarial,car,کیا تصویر میں کوئی کار ہے؟,Kya tasveer mein gaari hai?
